8.136068	6.925995	1
8.124415	7.763120	1
16.692735	18.583289	0
15.965121	15.382409	0
18.104025	18.072763	0
17.706956	17.946591	0
7.843214	7.563277	1
-0.534426	-1.816222	2
17.068505	17.785348	0
7.889271	7.589504	1
-0.092801	-0.333014	2
15.453668	15.115723	0
15.019504	15.333061	0
17.431679	16.214321	0
9.427256	8.566614	1
0.624846	1.016629	2
11.214259	10.886784	1
15.275607	17.224467	0
-0.771598	-1.713989	2
16.032686	16.925886	0
0.315483	0.995058	2
0.069856	0.035388	2
2.015992	1.527550	2
0.540950	0.081414	2
8.013737	8.221930	1
0.470808	0.775948	2
17.026432	16.661484	0
-0.842249	0.734176	2
7.939403	6.233933	1
-0.556263	-1.083376	2
14.901421	13.134481	0
15.595611	15.890484	0
-0.006721	-0.468311	2
1.178074	1.663764	2
-1.271732	-0.910696	2
8.678058	10.030053	1
-0.232403	-0.216704	2
15.795870	16.319702	0
7.181689	7.079830	1
8.533752	8.328929	1
8.120757	7.100866	1
-0.641116	1.038954	2
7.487616	6.957741	1
9.599382	11.071336	1
8.850830	9.716802	1
7.092876	6.064133	1
7.795339	8.398898	1
-0.255240	-0.972348	2
16.447308	16.238635	0
16.004286	18.016690	0
8.448005	8.535005	1
0.422046	-2.163032	2
15.723706	16.539198	0
17.359686	15.826093	0
18.422075	18.813895	0
7.213722	7.417265	1
9.257364	7.112751	1
7.420893	8.885737	1
15.173034	14.450806	0
14.741033	13.230586	0
-1.861031	-2.227746	2
0.562889	1.219557	2
6.806294	8.051935	1
0.098231	-0.507556	2
16.167502	17.007144	0
17.154958	17.985208	0
15.918492	15.039419	0
0.391908	1.222231	2
8.417456	8.158920	1
-0.000302	0.682434	2
16.028708	15.586634	0
9.130336	8.231286	1
8.049589	7.808792	1
15.664453	15.453245	0
16.128349	17.782151	0
16.861389	15.243764	0
8.468863	7.998745	1
0.685949	-0.238509	2
7.250970	8.069143	1
17.412179	15.439505	0
7.739171	6.232358	1
-2.350519	-3.071289	2
-1.770682	-1.501664	2
17.528337	16.639545	0
8.158629	6.601828	1
0.808819	1.163788	2
8.681595	8.701461	1
0.684884	1.473943	2
6.515616	6.692671	1
17.342210	18.037359	0
0.426728	-0.222906	2
8.010622	9.432693	1
8.233040	9.110718	1
1.089384	1.397104	2
14.812041	15.526950	0
6.928164	7.938025	1
18.632561	18.498437	0
7.839011	8.689977	1
-0.815306	-1.448554	2
-1.807335	-1.251492	2
-0.497410	-0.949563	2
8.757828	8.487897	1
9.311367	8.772991	1
15.535341	15.386952	0
0.430785	-1.143207	2
8.625738	9.850791	1
-0.632877	-0.706930	2
17.498866	17.396864	0
16.041933	15.826883	0
8.961064	7.438006	1
16.412144	15.835532	0
17.434971	17.479460	0
8.388457	7.703953	1
7.595205	7.331885	1
1.421513	0.046893	2
18.510979	17.636681	0
0.119901	0.615227	2
16.769489	17.216668	0
0.654078	1.338963	2
0.406590	0.821589	2
17.245171	17.269986	0
1.564227	2.041193	2
18.316202	18.050188	0
16.869399	17.520926	0
1.374821	3.097084	2
9.310938	10.677009	1
6.600591	6.632575	1
-0.466890	-0.385476	2
7.272969	4.856770	1
17.257487	14.948129	0
-1.077496	-2.102875	2
-1.453788	-1.829547	2
0.692543	0.371048	2
9.515886	9.050607	1
-0.810408	0.368801	2
15.607129	16.769593	0
7.886300	9.453098	1
0.259215	-1.087655	2
9.052732	9.776514	1
8.664319	8.228466	1
16.128873	14.938215	0
-1.839800	-1.066301	2
1.030549	0.643393	2
-0.214392	-0.576641	2
16.064315	15.707965	0
16.474871	15.611522	0
14.596041	15.040765	0
8.005135	7.825715	1
14.203618	14.264425	0
16.687486	15.671954	0
-1.260195	-2.790190	2
16.389200	15.739598	0
0.635007	0.387339	2
17.244261	17.259630	0
-0.401348	1.323639	2
6.873796	4.603174	1
7.758546	8.919364	1
15.054781	16.711040	0
16.472862	16.513318	0
-0.942243	-1.028827	2
0.568558	1.061893	2
8.111031	8.659424	1
0.380814	1.721513	2
0.399837	-0.188716	2
16.437517	17.292135	0
17.892481	18.195268	0
16.100606	15.119545	0
17.039823	17.035830	0
-0.609724	-2.157865	2
1.375283	3.502511	2
17.162742	17.129493	0
7.379175	6.614925	1
6.771654	5.935040	1
8.526848	9.936149	1
6.583664	7.715546	1
0.559608	2.400111	2
7.929866	9.629135	1
10.048371	11.318633	1
7.730181	7.635081	1
9.540655	9.992087	1
19.060830	18.123628	0
-1.216061	-1.148640	2
-1.029938	0.302098	2
6.794268	7.450542	1
1.975931	2.070020	2
17.287910	17.231992	0
-0.153016	0.128335	2
9.423042	8.369070	1
7.965897	7.015696	1
15.426944	15.478402	0
9.574015	8.409154	1
8.814249	8.339329	1
7.456874	6.722322	1
6.963541	5.779889	1
14.661030	14.402034	0
-0.729166	-0.189480	2
7.906186	7.241005	1
16.485685	16.220835	0
8.427640	8.846735	1
7.680726	9.266571	1
-0.559408	0.091837	2
8.213882	9.459584	1
1.710669	0.996872	2
16.342922	13.890604	0
0.177361	0.095973	2
-0.550579	-0.781227	2
7.368426	6.679957	1
6.794396	5.646532	1
7.940249	9.301309	1
14.047069	15.730889	0
13.770915	12.222154	0
7.217094	8.462342	1
7.268084	7.378944	1
