9.751402	10.258014
8.526727	9.992111
7.861822	7.278520
9.967738	9.454210
8.534981	9.109730
8.359713	9.072129
7.619032	7.579821
8.919048	7.875554
9.510694	11.205123
8.837314	7.140841
7.807863	7.380627
9.201432	7.549379
7.793471	8.291695
8.016212	8.157195
10.959817	10.677309
8.628169	9.118897
9.406104	11.286542
8.107778	8.465332
8.532487	7.006704
10.151759	8.344493
9.034422	9.188660
8.827709	8.434128
10.030747	10.323592
10.580775	10.735877
8.330006	8.902393
9.137201	9.295633
10.545861	11.087371
10.021684	9.982615
9.932080	7.620981
8.759063	8.622859
8.952266	8.047865
9.597705	10.448021
8.741872	8.429863
7.581216	8.230403
8.038402	7.797932
8.506897	8.550612
8.047584	6.835748
7.270189	7.668117
6.954360	5.784124
10.872392	9.122730
8.432009	8.683497
9.167826	9.741425
10.050275	10.212458
9.811345	10.240088
8.977187	8.152069
9.053376	9.585153
9.001177	8.227935
9.270675	10.717677
10.360533	9.458869
7.533062	7.842163
8.477178	8.127600
9.951632	9.867679
9.205065	9.508176
9.868885	10.874409
8.676967	8.534707
8.974876	10.035499
9.811453	9.318114
9.655225	9.775326
8.853678	10.659244
8.030092	6.682511
7.973186	7.514105
8.447218	7.386155
9.670556	9.741955
8.477553	6.338321
10.939508	11.402307
9.916464	10.331596
8.293085	9.327420
7.510242	7.592322
10.031676	10.981740
8.673097	8.043941
9.543200	8.732480
8.808707	7.943207
9.643789	11.135454
9.695224	9.195910
9.688482	9.023797
9.463666	9.779873
9.699964	9.920847
8.491749	7.912106
7.944554	6.134566
9.096442	8.730203
9.232065	7.743002
9.885810	10.502099
7.532169	7.756159
8.819377	10.382236
9.914865	9.013201
9.781900	10.750397
8.487076	7.847848
8.982699	10.356707
7.517311	6.208771
9.041367	11.136501
7.937600	7.469108
8.273452	7.821058
9.027801	8.859242
7.191118	8.516929
7.039091	5.377843
8.607905	9.072271
8.724848	8.178913
8.680570	8.273977
9.259754	9.140502
8.495547	10.189569
8.682133	9.128848
8.380448	9.934316
10.315520	11.449008
9.942448	10.577626
9.160423	7.982238
7.510087	8.945789
8.072776	7.898479
11.176611	9.760463
9.857526	10.066323
9.785596	10.613677
9.154956	9.296822
7.858884	8.595657
8.457141	8.862180
9.533720	9.895060
9.254041	11.031998
9.103379	9.152358
9.460645	8.841433
9.412647	9.055173
10.122379	10.246303
8.675304	8.160581
10.708865	13.564022
8.507941	7.212957
10.716939	12.068664
11.139263	9.411076
10.787086	12.407951
9.671404	8.999821
9.368173	8.563985
9.904052	9.727715
8.798611	8.584320
9.379739	11.662077
9.643947	10.597256
